# Description: 
# Period(s) Code GG_Lat GG_Lon X(m) Y(m) Z(m) Component Real Imag Error
> Full_Impedance
> exp(+i\omega t)
> [mV/km]/[nT]
> 0
> 0.000000 0.000000
> 17 65
1.000000E+00  Line_1_1      0.000000      0.000000      -1778.933     -5878.932     408.090       ZXX     -1.521252E-4     -1.099921E-4     3.020628E-2
1.000000E+00  Line_1_1      0.000000      0.000000      -1778.933     -5878.932     408.090       ZXY      1.347644E+0      6.851141E-1     7.558978E-3
1.000000E+00  Line_1_1      0.000000      0.000000      -1778.933     -5878.932     408.090       ZYX     -1.344864E+0     -6.840463E-1     7.544167E-3
1.000000E+00  Line_1_1      0.000000      0.000000      -1778.933     -5878.932     408.090       ZYY      4.524120E-8      9.256314E-8     3.020628E-2
1.778279E+00  Line_1_1      0.000000      0.000000      -1778.933     -5878.932     408.090       ZXX     -9.320140E-5     -3.215158E-4     2.645423E-2
1.778279E+00  Line_1_1      0.000000      0.000000      -1778.933     -5878.932     408.090       ZXY      1.248891E+0      4.391945E-1     6.619329E-3
1.778279E+00  Line_1_1      0.000000      0.000000      -1778.933     -5878.932     408.090       ZYX     -1.248119E+0     -4.344135E-1     6.607791E-3
1.778279E+00  Line_1_1      0.000000      0.000000      -1778.933     -5878.932     408.090       ZYY      1.925620E-5      3.669067E-5     2.645423E-2
3.162278E+00  Line_1_1      0.000000      0.000000      -1778.933     -5878.932     408.090       ZXX      1.100461E-4     -4.696353E-4     2.462940E-2
3.162278E+00  Line_1_1      0.000000      0.000000      -1778.933     -5878.932     408.090       ZXY      1.194017E+0      2.980020E-1     6.153214E-3
3.162278E+00  Line_1_1      0.000000      0.000000      -1778.933     -5878.932     408.090       ZYX     -1.197123E+0     -2.923272E-1     6.161491E-3
3.162278E+00  Line_1_1      0.000000      0.000000      -1778.933     -5878.932     408.090       ZYY     -1.578856E-5      3.146661E-6     2.462940E-2
